ChangeID,timestamp,record_id,column_changed,old_value,new_value,feedback_source,notes,changed_by,RuleAction
1,2025-06-04T11:47:43.008290,NYC_GOID_000146,AlternateOrFormerNames,NYC Health; Health Department,NYC Health;Health Department,System_GlobalRule,Global deduplication applied to AlternateOrFormerNames,MyName_Phase6_SupplementalAndGlobalRun,dedup_semicolon
2,2025-06-04T11:47:43.008839,NYC_GOID_000169,AlternateOrFormerNames,District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County; District Attorney - Kings County,District Attorney - Kings County,System_GlobalRule,Global deduplication applied to AlternateOrFormerNames,MyName_Phase6_SupplementalAndGlobalRun,dedup_semicolon
3,2025-06-04T11:47:43.008905,NYC_GOID_000170,AlternateOrFormerNames,District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County; District Attorney - New York County,District Attorney - New York County,System_GlobalRule,Global deduplication applied to AlternateOrFormerNames,MyName_Phase6_SupplementalAndGlobalRun,dedup_semicolon
4,2025-06-04T11:47:43.008983,NYC_GOID_000172,AlternateOrFormerNames,District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island; District Attorney - Staten Island,District Attorney - Staten Island,System_GlobalRule,Global deduplication applied to AlternateOrFormerNames,MyName_Phase6_SupplementalAndGlobalRun,dedup_semicolon
5,2025-06-04T11:47:43.010405,NYC_GOID_000257,AlternateOrFormerNames,Office of not-for-profit organization services; Mayor's Office of Nonprofits,Office of not-for-profit organization services;Mayor's Office of Nonprofits,System_GlobalRule,Global deduplication applied to AlternateOrFormerNames,MyName_Phase6_SupplementalAndGlobalRun,dedup_semicolon
6,2025-06-04T11:47:43.011583,NYC_GOID_000312,AlternateOrFormerNames,NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; NYC & Company; ; NYC & Company; ; NYC & Company; ; NYC & Company; ; NYC & Company; ; NYC & Company; ; NYC & Company;,NYC & Company,System_GlobalRule,Global deduplication applied to AlternateOrFormerNames,MyName_Phase6_SupplementalAndGlobalRun,dedup_semicolon
7,2025-06-04T11:47:43.011683,NYC_GOID_000315,AlternateOrFormerNames,Emergency Management Department; New York City Office of Emergency Management,Emergency Management Department;New York City Office of Emergency Management,System_GlobalRule,Global deduplication applied to AlternateOrFormerNames,MyName_Phase6_SupplementalAndGlobalRun,dedup_semicolon
8,2025-06-04T11:47:43.013421,NYC_GOID_000430,AlternateOrFormerNames,OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC,OneNYC,System_GlobalRule,Global deduplication applied to AlternateOrFormerNames,MyName_Phase6_SupplementalAndGlobalRun,dedup_semicolon
9,2025-06-04T11:47:43.014011,NYC_GOID_000464,AlternateOrFormerNames,World Trade Center Memorial Foundation; 9/11 Memorial & Museum,World Trade Center Memorial Foundation;9/11 Memorial & Museum,System_GlobalRule,Global deduplication applied to AlternateOrFormerNames,MyName_Phase6_SupplementalAndGlobalRun,dedup_semicolon
10,2025-06-04T11:47:43.014061,NYC_GOID_000465,AlternateOrFormerNames,World Trade Center Performing Arts Center; PAC NYC,World Trade Center Performing Arts Center;PAC NYC,System_GlobalRule,Global deduplication applied to AlternateOrFormerNames,MyName_Phase6_SupplementalAndGlobalRun,dedup_semicolon
