ChangeID,timestamp,record_id,column_changed,old_value,new_value,feedback_source,notes,changed_by,RuleAction
1,2025-05-30T13:14:40.360526,NYC_GOID_000217,Name,Mayor’s Office of Housing Recovery Operations,Mayor's Office of Housing Recovery Operations,qa_edits_curated_subset.csv,"Fix ""Mayor's Office of Housing Recovery Operations""",MyName_Phase6_PolicyQueryRun,direct_set
2,2025-05-30T13:14:40.362921,NYC_GOID_000000,Name,311,NYC311,qa_edits_curated_subset.csv,"311 refers to itself as ""NYC311"" on its website",MyName_Phase6_PolicyQueryRun,direct_set
3,2025-05-30T13:14:40.363410,NYC_GOID_000029,Description,N/A,N/A,qa_edits_curated_subset.csv,Why is Queens BP the only BP with a description?,MyName_Phase6_PolicyQueryRun,policy_query
4,2025-05-30T13:14:40.363672,NYC_GOID_000050,Description,N/A,N/A,qa_edits_curated_subset.csv,"Description begins with ""This site is up for historical purposes only."" which makes it look inactive",MyName_Phase6_PolicyQueryRun,policy_query
5,2025-05-30T13:14:40.364029,NYC_GOID_000312,AlternativeNames,N/A,N/A,qa_edits_curated_subset.csv,Mistakenly populated field - Children's Cabinet is unrelated to NYC & Company,MyName_Phase6_PolicyQueryRun,policy_query
6,2025-05-30T13:14:40.364259,NYC_GOID_000193,Acronym,,FDM,qa_edits_curated_subset.csv,FDM,MyName_Phase6_PolicyQueryRun,direct_set
7,2025-05-30T13:14:40.364518,NYC_GOID_000248,Acronym,N/A,N/A,qa_edits_curated_subset.csv,MAYORS FUND is not an acronym,MyName_Phase6_PolicyQueryRun,policy_query
8,2025-05-30T13:14:40.364803,NYC_GOID_000318,Acronym,HH,H+H,qa_edits_curated_subset.csv,H+H rather than HH,MyName_Phase6_PolicyQueryRun,direct_set
9,2025-05-30T13:14:40.365628,NYC_GOID_000234,Acronym,N/A,N/A,qa_edits_curated_subset.csv,PANY for Kings County Public Administrator appears to be an error,MyName_Phase6_PolicyQueryRun,policy_query
10,2025-05-30T13:14:40.366099,NYC_GOID_000277,AlternativeAcronyms,N/A,N/A,qa_edits_curated_subset.csv,Is this an error? AJC for Mayor's Office of Special Enforcement?,MyName_Phase6_PolicyQueryRun,policy_query
11,2025-05-30T13:14:40.366527,NYC_GOID_100001,OrganizationType,"Advisory, Oversight, or Regulatory Body",Advisory or Regulatory Organization,qa_edits_curated_subset.csv,Change value to 'Advisory or Regulatory Organization',MyName_Phase6_PolicyQueryRun,direct_set
12,2025-05-30T13:14:40.366821,NYC_GOID_000252,PrincipalOfficerTitle,Deputy Executive Director,Executive Director,qa_edits_curated_subset.csv,Carson Hicks is now Executive Director,MyName_Phase6_PolicyQueryRun,direct_set
13,2025-05-30T13:14:40.367101,NYC_GOID_000260,PrincipalOfficerTitle,Director,Senior Executive Director,qa_edits_curated_subset.csv,Title is currently Senior Executive Director,MyName_Phase6_PolicyQueryRun,direct_set
14,2025-05-30T13:14:40.367411,NYC_GOID_000238,PrincipalOfficerTitle,Acting Corporation Counsel of the City of New York,Corporation Counsel of the City of New York,qa_edits_curated_subset.csv,"Removed 'Acting' prefix from 'Acting Corporation Counsel of the City of New York' to get 'Corporation Counsel of the City of New York'. Original feedback: 'Confirmed,so no longer Acting'",MyName_Phase6_PolicyQueryRun,remove_acting_prefix
15,2025-05-30T13:14:40.367668,NYC_GOID_000268,PrincipalOfficersName,N/A,N/A,qa_edits_curated_subset.csv,Jose Bayona has left the City,MyName_Phase6_PolicyQueryRun,policy_query
16,2025-05-30T13:14:40.368171,NYC_GOID_000260,PrincipalOfficerContactURL,Non-existant,,qa_edits_curated_subset.csv,"Remove value of ""Non-existant""",MyName_Phase6_PolicyQueryRun,blank_value
17,2025-05-30T13:14:40.368519,NYC_GOID_000166,FoundingYear,N/A,N/A,qa_edits_curated_subset.csv,We should be able to find the press release when Fabien Levy was made a DM,MyName_Phase6_PolicyQueryRun,policy_query
18,2025-05-30T13:14:40.368864,NYC_GOID_000112,FoundingYear,N/A,N/A,qa_edits_curated_subset.csv,"As an Open Data Ambassador, I'm certain that COPIC has a founding year 😉",MyName_Phase6_PolicyQueryRun,policy_query
