ChangeID,timestamp,record_id,record_name,column_changed,old_value,new_value,feedback_source,notes,reason,evidence_url,changed_by,RuleAction
admin-ui-20260612_172427_1,2026-06-12T17:24:29.186208,NYC_GOID_000397,Public Design Commission,principal_officer_full_name,Sreoshy Banerjea,Erich Bilal,admin_ui_edits.csv,,Mayoral appointment,https://www.nyc.gov/mayors-office/news/2026/04/mayor-mamdani-announces-appointments-across-city-government,@tlau-oti via NYCGO Admin UI,direct_set
admin-ui-20260612_172427_2,2026-06-12T17:24:29.186982,NYC_GOID_000397,Public Design Commission,principal_officer_contact_url,"https://www.nyc.gov/site/designcommission/about/contact-pdc/contact.page#:~:text=For%20delivery%20of%20models%20or,788%2D3071%20to%20make%20arrangements.",https://www.nyc.gov/site/designcommission/about/people/contact.page,admin_ui_edits.csv,,Mayoral appointment,https://www.nyc.gov/mayors-office/news/2026/04/mayor-mamdani-announces-appointments-across-city-government,@tlau-oti via NYCGO Admin UI,direct_set
admin-ui-20260612_172427_3,2026-06-12T17:24:29.187627,NYC_GOID_000397,Public Design Commission,principal_officer_first_name,Sreoshy,Erich,admin_ui_edits.csv,,Mayoral appointment,https://www.nyc.gov/mayors-office/news/2026/04/mayor-mamdani-announces-appointments-across-city-government,@tlau-oti via NYCGO Admin UI,direct_set
admin-ui-20260612_172427_4,2026-06-12T17:24:29.188212,NYC_GOID_000397,Public Design Commission,principal_officer_last_name,Banerjea,Bilal,admin_ui_edits.csv,,Mayoral appointment,https://www.nyc.gov/mayors-office/news/2026/04/mayor-mamdani-announces-appointments-across-city-government,@tlau-oti via NYCGO Admin UI,direct_set
admin-ui-20260612_172427_5,2026-06-12T17:24:29.188822,NYC_GOID_000040,Business Integrity Commission,principal_officer_full_name,Elizabeth Crotty,Asim Rehman,admin_ui_edits.csv,,Mayoral appointment,https://www.nyc.gov/mayors-office/news/2026/04/mayor-mamdani-announces-appointments-across-city-government,@tlau-oti via NYCGO Admin UI,direct_set
admin-ui-20260612_172427_6,2026-06-12T17:24:29.189426,NYC_GOID_000040,Business Integrity Commission,principal_officer_first_name,Elizabeth,Asim,admin_ui_edits.csv,,Mayoral appointment,https://www.nyc.gov/mayors-office/news/2026/04/mayor-mamdani-announces-appointments-across-city-government,@tlau-oti via NYCGO Admin UI,direct_set
admin-ui-20260612_172427_7,2026-06-12T17:24:29.189995,NYC_GOID_000040,Business Integrity Commission,principal_officer_last_name,Crotty,Rehman,admin_ui_edits.csv,,Mayoral appointment,https://www.nyc.gov/mayors-office/news/2026/04/mayor-mamdani-announces-appointments-across-city-government,@tlau-oti via NYCGO Admin UI,direct_set
admin-ui-20260612_172427_8,2026-06-12T17:24:29.190590,NYC_GOID_000275,Mayor's Office of Pensions and Investments,principal_officer_full_name,Bryan Berge,Ahmer Qadeer,admin_ui_edits.csv,,Mayoral appointment,https://www.nyc.gov/mayors-office/news/2026/04/mayor-mamdani-announces-appointments-across-city-government,@tlau-oti via NYCGO Admin UI,direct_set
admin-ui-20260612_172427_9,2026-06-12T17:24:29.191146,NYC_GOID_000275,Mayor's Office of Pensions and Investments,principal_officer_first_name,Bryan,Ahmer,admin_ui_edits.csv,,Mayoral appointment,https://www.nyc.gov/mayors-office/news/2026/04/mayor-mamdani-announces-appointments-across-city-government,@tlau-oti via NYCGO Admin UI,direct_set
admin-ui-20260612_172427_10,2026-06-12T17:24:29.191743,NYC_GOID_000275,Mayor's Office of Pensions and Investments,principal_officer_last_name,Berge,Qadeer,admin_ui_edits.csv,,Mayoral appointment,https://www.nyc.gov/mayors-office/news/2026/04/mayor-mamdani-announces-appointments-across-city-government,@tlau-oti via NYCGO Admin UI,direct_set
